udyam_number,enterprise_name,applicant_name,premises_address,pin,state,district,mobile,email_address,nic_code,activity,established_date,last_activity_date,entity_status
UDYAM-KA-25-8542621,Patel Pvt Ltd,Krishna Patel,"No. 88, 3rd Road, MG Road, Bengaluru - 560050",560050,Karnataka,Bengaluru Urban,6172112825,,69895,construction,02/09/2009,18/09/2026,Active
UDYAM-KA-09-6382896,Kamath Exports,Sunil Kamath,"No. 288, 5th Layout, JP Nagar, Bengaluru - 560040",560040,Karnataka,Bengaluru Urban,7141105749,sunil.kamath@outlook.com,44535,trading,16/12/2021,2026-08-26,Active
UDYAM-KA-20-4364724,Hegde Industries,Sanjay Hegde,"No. 61, 1st Street, KR Puram, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Rural,,sanjay.hegde@outlook.com,35106,services,01/09/2009,,Inactive
UDYAM-KA-17-5720568,Agarwal Engineers,Anita Agarwal,"No. 405, 3rd Main Road, Electronic City, Bengaluru - 560041",560041,KARNATAKA,Bengaluru Rural,7970341972,,59540,services,2010-09-02,21-11-2025,Active
UDYAM-KA-14-2378938,Iyer Solutions,Neha Iyer,"No. 256, 3rd Street, Whitefield, Bengaluru - 560003",560003,Karnataka,Bengaluru Rural,6286723839,neha.iyer@yahoo.co.in,17268,technology,2002-05-21,2025-08-24,Active
UDYAM-KA-11-0765520,Agarwal Agency,Manoj Agarwal,"No. 449, 2nd Extension, KR Puram, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Urban,9963607807,,40104,technology,17-03-2002,2026-07-03,Active
UDYAM-KA-21-7601791,Mehta Engineers,Anita Mehta,"No. 411, 3rd Cross, Jayanagar, Bengaluru - 560029",560029,Karnataka,Bengaluru Urban,9560227302,anita.mehta@outlook.com,82583,construction,2006-11-30,,Active
UDYAM-KA-06-9652213,Gowda Industries,Deepa Gowda,"No. 414, 1st Layout, Hebbal, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,6466510180,deepa.gowda@outlook.com,81985,technology,15-12-2010,24-06-2024,Inactive
UDYAM-KA-07-9880733,Kamath Enterprises,Sohan Kamath,"No. 308, 3rd Layout, Banashankari, Bengaluru - 560103",560103,KARNATAKA,Bengaluru Urban,7559282253,,24223,manufacturing,2021-11-14,06/06/2026,Active
UDYAM-KA-17-4907159,Patel Technologies,Anita Patel,"No. 441, 1st Layout, Whitefield, Bengaluru - 560066",560066,Karnataka,Bengaluru Urban,8278322048,anita.patel@outlook.com,59303,manufacturing,05/10/2016,,Active
UDYAM-KA-20-1031439,Shetty Services,Suresh Shetty,"No. 87, 1st Cross, Peenya, Bengaluru - 560076",,KARNATAKA,Bengaluru Urban,,,28833,construction,17-07-2005,2026-12-20,Active
UDYAM-KA-05-3245756,Bhat Trading Co.,Ramesh Bhat,"No. 484, 3rd Road, Koramangala, Bengaluru - 560043",560043,Karnataka,Bengaluru Rural,7953331638,ramesh.bhat@gmail.com,16457,technology,23-01-2001,03-05-2024,Inactive
UDYAM-KA-16-7500008,Kamath Mills,Neha Kamath,"No. 314, 5th Layout, Yelahanka, Bengaluru - 560103",560103,Karnataka,Bengaluru Rural,8742267562,neha.kamath@gmail.com,64223,trading,09/03/2012,2026-07-08,Active
UDYAM-KA-19-7964762,Hegde Corporation,Divya Hegde,"No. 20, 3rd Main Road, JP Nagar, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Urban,6018357924,,61512,technology,26/04/2002,08/01/2026,Active
UDYAM-KA-14-4965983,Murthy Solutions,Kavita Murthy,"No. 440, 5th Main Road, Sarjapur Road, Bengaluru - 560085",,KARNATAKA,Bengaluru Urban,6829929984,kavita.murthy@yahoo.co.in,40299,trading,11/05/2003,15/11/2024,Inactive
UDYAM-KA-09-0269741,Deshmukh Technologies,Vinod Deshmukh,"No. 237, 2nd Avenue, Marathahalli, Bengaluru - 560022",,KARNATAKA,Bengaluru Urban,,vinod.deshmukh@outlook.com,46241,construction,03/08/2009,03/12/2020,Inactive
UDYAM-KA-27-3629895,Kulkarni Associates,Priya Kulkarni,"No. 299, 2nd Extension, Peenya, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Rural,,,35811,services,2007-01-15,,Inactive
UDYAM-KA-27-1480481,Naidu Services,Divya Naidu,"No. 356, 2nd Road, Mahadevapura, Bengaluru - 560022",560022,KARNATAKA,Bengaluru Rural,7112158095,divya.naidu@rediffmail.com,11569,technology,23-12-2018,,Active
UDYAM-KA-12-5316358,Kulkarni Services,Varun Kulkarni,"No. 260, 3rd Layout, ITPL Main Road, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Rural,9903491330,,24442,services,24/06/2017,09-10-2025,Active
UDYAM-KA-21-9843929,Kamath Associates,Priya Kamath,"No. 158, 4th Road, Electronic City, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Urban,6360215787,priya.kamath@yahoo.co.in,22144,construction,27/01/2013,,Active
UDYAM-KA-30-5524482,Deshmukh Constructions,Anita Deshmukh,"No. 71, 5th Extension, Sarjapur Road, Bengaluru - 560029",560029,KARNATAKA,Bengaluru Urban,8375199199,,14237,manufacturing,2005-04-23,30-05-2025,Active
UDYAM-KA-22-6376563,Singh Traders,Deepa Singh,"No. 38, 1st Cross, Varthur, Bengaluru - 560034",560034,KARNATAKA,Bengaluru Urban,6767310332,deepa.singh@yahoo.co.in,53712,manufacturing,02/05/2019,09/06/2026,Active
UDYAM-KA-22-6044086,Bhat Pvt Ltd,Varun Bhat,"No. 384, 1st Street, Varthur, Bengaluru - 560040",560040,KARNATAKA,Bengaluru Rural,8114794259,,74830,trading,2007-02-11,,Inactive
UDYAM-KA-16-1497515,Mehta & Sons,Varun Mehta,"No. 363, 4th Street, JP Nagar, Bengaluru - 560098",560098,Karnataka,Bengaluru Rural,9003299995,,21937,manufacturing,19-08-2022,09-02-2026,Active
UDYAM-KA-08-8478489,Prasad Technologies,Seema Prasad,"No. 362, 3rd Main Road, JP Nagar, Bengaluru - 560004",560004,KARNATAKA,Bengaluru Rural,8548219240,,40931,technology,25-08-2015,,Active
UDYAM-KA-17-6590086,Pillai Engineers,Ritu Pillai,"No. 353, 1st Main Road, Banashankari, Bengaluru - 560102",560102,Karnataka,Bengaluru Rural,8881075110,,27936,services,2013-08-02,2025-04-09,Active
UDYAM-KA-14-6121456,Verma Enterprises,Pooja Verma,"No. 388, 4th Road, ITPL Main Road, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Rural,8164569789,pooja.verma@outlook.com,43978,technology,16/05/2017,2025-07-23,Active
UDYAM-KA-29-2792504,Hegde Solutions,Ritu Hegde,"No. 445, 3rd Main Road, BTM Layout, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Urban,,,14805,manufacturing,01/03/2001,2024-11-27,Inactive
UDYAM-KA-12-0968123,Pandey & Co.,Mohan Pandey,"No. 18, 3rd Street, Hebbal, Bengaluru - 560034",560034,Karnataka,Bengaluru Urban,8246269807,mohan.pandey@outlook.com,21411,construction,09-08-2003,2022-05-16,Inactive
UDYAM-KA-01-6532031,Pai Services,Kavita Pai,"No. 371, 2nd Main Road, Basavanagudi, Bengaluru - 560060",560060,Karnataka,Bengaluru Rural,,,53386,technology,2014-11-10,,Active
UDYAM-KA-02-8635846,Mishra Trading Co.,Divya Mishra,"No. 239, 5th Road, Basavanagudi, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Rural,7150729214,divya.mishra@yahoo.co.in,17760,services,27/10/2015,10/03/2026,Active
UDYAM-KA-07-3933784,Shetty Enterprises,Kavita Shetty,"No. 268, 5th Avenue, Basavanagudi, Bengaluru - 560064",560064,KARNATAKA,Bengaluru Rural,8378718345,,86829,technology,03/04/2022,26/02/2025,Active
UDYAM-KA-24-7462857,Mehta & Co.,Arun Mehta,"No. 460, 3rd Main Road, Bellandur, Bengaluru - 560102",560102,KARNATAKA,Bengaluru Urban,,,14703,technology,27/12/2007,,Active
UDYAM-KA-04-0584869,Patel Industries,Sohan Patel,"No. 460, 4th Main Road, MG Road, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Urban,,,24844,technology,24/02/2000,,Inactive
UDYAM-KA-10-8920354,Rao & Sons,Vinod Rao,"No. 169, 1st Cross, JP Nagar, Bengaluru - 560025",560025,Karnataka,Bengaluru Rural,6271459125,vinod.rao@outlook.com,52815,manufacturing,17/04/2019,2025-08-05,Active
UDYAM-KA-03-5622094,Jain Trading Co.,Nagaraj Jain,"No. 485, 1st Cross, BTM Layout, Bengaluru - 560003",560003,KARNATAKA,Bengaluru Urban,7750319088,nagaraj.jain@yahoo.co.in,16736,technology,2002-01-02,2025-07-10,Active
UDYAM-KA-14-3437530,Reddy Engineers,Ramesh Reddy,"No. 173, 5th Street, Indiranagar, Bengaluru - 560001",,Karnataka,Bengaluru Rural,7426525815,,64190,services,2017-03-11,,Active
UDYAM-KA-30-1406226,Jain Traders,Raghav Jain,"No. 97, 1st Street, Marathahalli, Bengaluru - 560053",560053,Karnataka,Bengaluru Urban,9532841452,,20243,technology,11-05-2012,28/07/2025,Active
UDYAM-KA-12-9797341,Kumar Associates,Vijay Kumar,"No. 177, 3rd Layout, Banashankari, Bengaluru - 560009",560009,KARNATAKA,Bengaluru Rural,,vijay.kumar@rediffmail.com,83410,manufacturing,13-12-2018,08/03/2026,Active
UDYAM-KA-12-8712004,Gupta Industries,Vinod Gupta,"No. 309, 2nd Extension, Banashankari, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Rural,7132471447,vinod.gupta@rediffmail.com,54835,technology,25-04-2012,,Inactive
UDYAM-KA-02-0260552,Kumar Technologies,Sanjay Kumar,"No. 308, 3rd Cross, Hoodi, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Urban,,sanjay.kumar@yahoo.co.in,97661,construction,08/02/2007,2026-12-29,Active
UDYAM-KA-25-8179176,Patil Mills,Mahesh Patil,"No. 281, 5th Extension, Brookefield, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Urban,,mahesh.patil@outlook.com,73307,trading,2009-11-17,2025-01-13,Active
UDYAM-KA-13-0131972,Tiwari Manufacturing,Seema Tiwari,"No. 121, 3rd Main Road, Brookefield, Bengaluru - 560008",560008,Karnataka,Bengaluru Urban,,seema.tiwari@outlook.com,25864,trading,2004-07-02,2024-06-02,Inactive
UDYAM-KA-09-5358702,Mishra Solutions,Neha Mishra,"No. 273, 4th Main Road, Bommanahalli, Bengaluru - 560066",560066,KARNATAKA,Bengaluru Rural,6729184087,,55763,manufacturing,03/10/2018,,Active
UDYAM-KA-18-9096127,Jain Exports,Kavita Jain,"No. 475, 2nd Avenue, Varthur, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Rural,8121705385,,22621,manufacturing,10-11-2017,22/06/2024,Inactive
UDYAM-KA-01-0160703,Swamy & Co.,Lakshmi Swamy,"No. 276, 1st Avenue, JP Nagar, Bengaluru - 560103",560103,KARNATAKA,Bengaluru Urban,9884193638,lakshmi.swamy@gmail.com,37518,manufacturing,2016-08-13,15-08-2025,Active
UDYAM-KA-14-9139338,Iyer Solutions,Vinod Iyer,"No. 92, 1st Avenue, Basavanagudi, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Rural,6734689139,,93506,services,11-03-2016,24/08/2026,Active
UDYAM-KA-09-1542439,Pandey Technologies,Varun Pandey,"No. 29, 2nd Layout, Mahadevapura, Bengaluru - 560052",560052,Karnataka,Bengaluru Urban,9843681861,,30288,manufacturing,08-04-2016,2023-12-10,Inactive
UDYAM-KA-18-0180916,Bhat Agency,Venkatesh Bhat,"No. 376, 3rd Layout, KR Puram, Bengaluru - 560062",560062,KARNATAKA,Bengaluru Rural,7209775041,,99804,trading,23/03/2001,,Active
UDYAM-KA-04-9362912,Kulkarni Traders,Kiran Kulkarni,"No. 231, 4th Cross, JP Nagar, Bengaluru - 560068",560068,Karnataka,Bengaluru Rural,7509076202,kiran.kulkarni@gmail.com,31291,services,29/04/2018,26/04/2024,Inactive
UDYAM-KA-01-2297631,Jain Brothres,Lakshhmi Jain,"No. 472, 2nd Road, Malleshwaram, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Urban,8587569877,lakshmi.jain@gmail.com,23238,construction,2003-06-05,18/01/2023,Inactive
UDYAM-KA-05-7278529,PATEL INDUSTRIES,S. Patel,"Number 489, 2nd Road, MG Road, Bengaluru - 560010",560010,KARNATAKA,Bengaluru Rural,8141774162,,80958,trading,2015-11-05,,Active
UDYAM-KA-18-3751809,PILLAI CORPORATION,"Pillai, Sunil","No. 358,5th Extension,Indiranagar,Bengaluru - 560017",,Karnataka,Bengaluru Rural,,sunil.pillai@gmail.com,47227,construction,2019-05-21,01/02/2025,Active
UDYAM-KA-18-9776291,MURTHY SOLUTIONS,K. Murthy,"# 440, 5th Main Road, Sarjapur Road, Bengaluru - 560085",560085,Karnataka,Bengaluru Urban,6829929984,kavita.murthy@yahoo.co.in,55988,trading,11/05/2003,15/11/2024,Inactive
UDYAM-KA-15-1346855,Pai Constructions,"Pai, Rohan","# 396, 2nd Cross, Peenya, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Urban,6295644356,,17993,trading,2016-02-05,02/05/2026,Active
UDYAM-KA-03-5423781,Bhat Traders,"Bhat, Deepa","No. 266,4th Avenue,HSR Layout,Bengaluru - 560017",560017,Karnataka,Bengaluru Urban,6496336655,,67674,trading,29-07-2016,2020-05-09,Inactive
UDYAM-KA-24-6865418,RAO MANUFACTURING,Arun Rao,"No. 477,4th Main Road,Indiranagar,Bengaluru - 560025",560025,KARNATAKA,Bengaluru Rural,8714985746,arun.rao@yahoo.co.in,12226,construction,06-03-2002,,Inactive
UDYAM-KA-03-8508998,BHAT TRADING CO.,Ramesh Bhat,"No. 484, 3rd Road, Koramangala, Bengaluru 560043",560043,KARNATAKA,Bengaluru Rural,7953331638,,12511,technology,23-01-2001,03-05-2024,Inactive
UDYAM-KA-06-3809468,RAO ASSOCIATES,Deepa Rao,"No. 279, 5th Layout, Sarjapur Rd, Bengaluru - 560060",560060,KARNATAKA,Bengaluru Urban,6283767032,,81116,services,10/03/2018,30/03/2025,Active
UDYAM-KA-07-0332407,Agarwal Mills,"Agarwal, Divya","No. 294,4th Street,Varthur,Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,6290817892,divya.agarwal@gmail.com,93827,services,29/07/2017,2020-11-22,Inactive
UDYAM-KA-16-4836542,Pandey&  Sons,Anita Pandey,"# 219, 5th Main Road, Varthur, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Urban,6169339200,anita.pandey@outlook.com,98194,technology,2002-01-20,2021-05-26,Inactive
UDYAM-KA-20-6165268,SHENOY BROTHERS,"Shenoy, Pooja","No. 387, 2nd Main Road, Basavanagudi, Bengaluru 560058",560058,KARNATAKA,Bengaluru Rural,9159757536,,58655,manufacturing,24/02/2018,15-12-2025,Active
UDYAM-KA-23-8720434,JAIN & CO.,A. Jain,"Number 284, 3rd Street, Varthur, Bengaluru - 560095",560095,Karnataka,Bengaluru Rural,7025974257,,58771,trading,06/11/2008,05/07/2026,Active
UDYAM-KA-22-4490724,MEHTA & SONS,Nagaraj Mehta,"No. 259, 5th Layout, Yelahanka, Bengaluru 560040",560040,KARNATAKA,Bengaluru Urban,9867724234,nagaraj.mehta@outlook.com,94461,manufacturing,22/02/2019,2024-01-19,Inactive
UDYAM-KA-27-8296727,Nair Exprots,S. Nair,"No. 422, 2nd Layout, Banashankari, Bangalore - 560079",560079,KARNATAKA,Bengaluru Urban,8997818114,sanjay.nair@rediffmail.com,40257,construction,23-11-2011,,Active
UDYAM-KA-05-1806479,Deshmukh Technolgoies,Sunita Deshhmukh,"# 145, 3rd Street, Koramangala, Bengaluru - 560100",,KARNATAKA,Bengaluru Rural,8741695592,,93518,manufacturing,08/01/2007,2025-03-09,Active
UDYAM-KA-01-6532031,Pai Srevices,K. Pai,"Number 371, 2nd Main Road, Basavanagudi, Bengaluru - 560060",560060,KARNATAKA,Bengaluru Rural,8328242697,kavita.pai@outlook.com,53987,technology,2014-11-10,2025-03-13,Active
UDYAM-KA-11-0999476,Kulkarni Industries,"Kulkarni, Mukesh","No. 75,1st Cross,Brookefield,Bengaluru - 560098",560098,KARNATAKA,Bengaluru Rural,6269386984,mukesh.kulkarni@outlook.com,61574,construction,26/02/2006,,Active
UDYAM-KA-24-5473594,Mehta Agency,Rohan Mehta,"No. 484,2nd Main Road,Koramangala,Bengaluru - 560030",560030,KARNATAKA,Bengaluru Urban,8143137448,rohan.mehta@gmail.com,82146,services,2001-10-22,2023-12-02,Inactive
UDYAM-KA-14-2378938,Iyer Solutions,Neha Iyer,"No. 256,3rd Street,Whitefield,Bengaluru - 560003",560003,KARNATAKA,Bengaluru Rural,6286723839,neha.iyer@yahoo.co.in,54782,technology,2002-05-21,2025-08-24,Active
UDYAM-KA-30-0479449,Agarwal Engineers,"Agarwal, Anita","No. 405, 3rd Main Road, Electronic City, Bangalore - 560041",560041,Karnataka,Bengaluru Rural,7970341972,,55139,services,2010-09-02,21-11-2025,Active
UDYAM-KA-10-5762919,Mehta Industreis,Manoj Mehta,"No. 461, 4th Cross, HSR Layout, Bengaluru 560050",,Karnataka,Bengaluru Urban,6768757751,,53332,services,16-05-2002,03-05-2026,Active
UDYAM-KA-25-3901380,Murthy and Sons,N. Murthy,"# 483, 4th Road, Electronic City, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Urban,6519676581,nagaraj.murthy@rediffmail.com,52292,construction,09/11/2005,,Active
UDYAM-KA-22-5915527,Iyer Brothers,Rohan Iyer,"No. 192, 4th Layout, Koramangala, Bangalore - 560052",560052,Karnataka,Bengaluru Urban,8280960434,,33571,services,03/06/2022,06-12-2025,Active
UDYAM-KA-13-3073228,Gupat & Co.,"Gupta, Divya","No. 88,5th Cross,Yelahanka,Bengaluru - 560010",560010,KARNATAKA,Bengaluru Rural,8526899284,divya.gupta@gmail.com,73328,trading,11/02/2003,02-03-2026,Active
UDYAM-KA-12-4908269,Iyer Brothres,R. Iyer,"No. 142,4th Avenue,HSR Layout,Bengaluru - 560047",560047,Karnataka,Bengaluru Urban,7492727534,,15917,services,27/12/2003,06-07-2026,Active
UDYAM-KA-17-0688162,Rao Constructions,Ritu Rao,"# 471, 3rd Cross, Mahadevapura, Bengaluru - 560055",560055,Karnataka,Bengaluru Rural,7825462675,ritu.rao@yahoo.co.in,54948,trading,22-06-2000,2025-03-11,Active
UDYAM-KA-30-7010847,ReddyA gency,Deepa Reddy,"No. 234, 1st Cross, Brookefield, Bengaluru 560070",560070,Karnataka,Bengaluru Rural,9467489962,,35353,technology,25/02/2020,2026-10-30,Active
UDYAM-KA-04-1449323,Shetty & Sons,Rekha Shetty,"No. 95,3rd Cross,Varthur,Bengaluru - 560010",560010,KARNATAKA,Bengaluru Rural,9692497310,,64836,construction,2014-12-03,2025-09-29,Active
UDYAM-KA-14-6792538,Redd yTraders,Vijay Reddy,"Number 202, 5th Street, Malleshwaram, Bengaluru - 560100",560100,KARNATAKA,Bengaluru Urban,9480953755,vijay.reddy@gmail.com,75902,services,19/09/2019,08/08/2021,Inactive
UDYAM-KA-30-3706008,Rao Works,"Rao, Sunita","No. 40, 2nd Cross, Hoodi, Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,8698673026,,65346,trading,2000-01-21,,Active
UDYAM-KA-24-8289150,GOWDA SOLUTIONS,N. Gowda,"No. 85, 2nd Cross, Rajajinagar, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Urban,,,88941,technology,2006-12-01,11/09/2024,Inactive
UDYAM-KA-24-7025846,Verma Industries,"Verma, Varun","No. 190, 3rd Cross, Peenya, Bengaluru 560102",560102,KARNATAKA,Bengaluru Rural,,,37387,services,27/11/2005,2025-05-07,Active
UDYAM-KA-28-1517525,Gowda and Sons,D. Gowda,"No. 322, 1st Extension, Brookefield, Bengaluru 560030",560030,KARNATAKA,Bengaluru Urban,,,41510,trading,2021-06-29,2026-01-04,Active
UDYAM-KA-06-3985368,Iyre Solutions,"Iyer, Vinod","No. 92, 1st Avenue, Basavanagudi, Bangalore - 560092",560092,Karnataka,Bengaluru Rural,6734689139,vinod.iyer@gmail.com,66487,services,11-03-2016,24/08/2026,Active
UDYAM-KA-23-5557209,Nair Wroks,Ritu Nair,"No. 366, 3rd Cross, Yelahanka, Bengaluru - 560030",560030,Karnataka,Bengaluru Rural,8526509762,,20633,services,05/05/2010,2023-08-04,Inactive
UDYAM-KA-29-6249717,Moorthy Enterprises,S. Murthy,"No. 41, 2nd Rd, Whitefield, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,6117762437,sunita.murthy@gmail.com,30780,trading,2006-12-29,06-03-2020,Inactive
UDYAM-KA-09-3962710,SHENOY PVT LTD,"Shenoy, Nagaraj","No. 44, 2nd Extension, Malleshwaram, Bengaluru - 560003",560003,KARNATAKA,Bengaluru Urban,6743671580,nagaraj.shenoy@rediffmail.com,24789,manufacturing,08/07/2007,05/11/2025,Active
UDYAM-KA-30-7581867,Pandye & Co.,Priya Pandey,"Number 227, 3rd Extension, Peenya, Bengaluru - 560011",560011,Karnataka,Bengaluru Rural,,,97729,services,22/12/2022,,Active
UDYAM-KA-13-8705126,Gutpa Agency,A. Gupta,"# 106, 4th Cross, Whitefield, Bengaluru - 560085",560085,KARNATAKA,Bengaluru Urban,,arun.gupta@rediffmail.com,41506,services,14/12/2004,2025-10-14,Active
