gstin,pan_number,business_name,proprietor,registered_address,pin_code,state,district_name,constitution,business_activity,contact_number,email_id,date_of_registration,last_return_date,registration_status
29CCUCS4561YVZZ,CCUCS4561Y,Pandey Trading Co.,Priya Pandey,"No. 330, 1st Extension, ITPL Main Road, Bengaluru - 560076",560076,Karnataka,Bengaluru Urban,public_ltd,construction,,,02/09/2001,05-10-2024,Inactive
,URAAF0909Z,Iyer Brothers,Ritu Iyer,"No. 142, 4th Avenue, HSR Layout, Bengaluru - 560047",560047,Karnataka,Bengaluru Urban,llp,services,,,27/12/2003,06-07-2026,Registered
29UZIFD9046UOZC,UZIFD9046U,Shenoy Brothers,Pooja Shenoy,"No. 387, 2nd Main Road, Basavanagudi, Bengaluru - 560058",560058,Karnataka,Bengaluru Rural,proprietorship,manufacturing,+919159757536,pooja.shenoy@yahoo.co.in,24/02/2018,15-12-2025,Active
29JDKTZ2509OFZZ,JDKTZ2509O,Gupta Enterprises,Lakshmi Gupta,"No. 113, 2nd Main Road, Varthur, Bengaluru - 560030",560030,Karnataka,Bengaluru Rural,public_ltd,technology,+918129844591,lakshmi.gupta@yahoo.co.in,04-12-2017,01-02-2026,active
,GUJFN3993L,Shetty Solutions,Venkatesh Shetty,"No. 275, 3rd Road, Hebbal, Bengaluru - 560098",560098,Karnataka,Bengaluru Urban,partnership,manufacturing,+917765945064,venkatesh.shetty@outlook.com,28-12-2000,2026-10-28,Active
,XMSPV3922X,Patil Technologies,Ajay Patil,"No. 232, 3rd Extension, Bellandur, Bengaluru - 560029",560029,Karnataka,Bengaluru Rural,public_ltd,trading,+917275479589,ajay.patil@gmail.com,2005-05-14,27/06/2026,Active
29STGAY7116PLZ5,STGAY7116P,Tiwari Engineers,Vijay Tiwari,"No. 357, 4th Main Road, JP Nagar, Bengaluru - 560053",560053,Karnataka,Bengaluru Rural,llp,trading,+918037841429,vijay.tiwari@gmail.com,20-03-2004,2026-09-13,Registered
29ZBJCA9503ANZ4,ZBJCA9503A,Swamy Constructions,Varun Swamy,"No. 447, 2nd Extension, Indiranagar, Bengaluru - 560047",560047,Karnataka,Bengaluru Rural,pvt_ltd,trading,+918878118005,varun.swamy@gmail.com,31/10/2004,27-08-2024,Dormant
29ECFCT9995M7ZZ,ECFCT9995M,Menon Brothers,Sunita Menon,"No. 97, 4th Road, Hebbal, Bengaluru - 560034",560034,Karnataka,Bengaluru Rural,public_ltd,technology,+919998978056,,06-09-2017,17/10/2025,Active
29DTHTN4344KOZJ,DTHTN4344K,Jain Trading Co.,Nagaraj Jain,"No. 485, 1st Cross, BTM Layout, Bengaluru - 560003",560003,Karnataka,Bengaluru Urban,pvt_ltd,technology,+917750319088,,2002-01-02,2025-07-10,Active
,SBFCS6092W,Menon Associates,Rekha Menon,"No. 191, 4th Road, HSR Layout, Bengaluru - 560050",560050,Karnataka,Bengaluru Urban,proprietorship,construction,,rekha.menon@rediffmail.com,27/08/2018,14/07/2025,ACTIVE
,GASPW7160D,Swamy Constructions,Neha Swamy,"No. 132, 4th Cross, Hoodi, Bengaluru - 560018",560018,Karnataka,Bengaluru Rural,llp,construction,+917827382082,neha.swamy@gmail.com,2004-11-26,2026-02-02,Live
29CSBHT3747VCZD,CSBHT3747V,Sharma Technologies,Pooja Sharma,"No. 180, 4th Main Road, Electronic City, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,public_ltd,technology,+916395263704,pooja.sharma@yahoo.co.in,28-11-2012,15/07/2026,Active
29BRKAA6193EEZ0,BRKAA6193E,Gowda & Sons,,"No. 322, 1st Extension, Brookefield, Bengaluru - 560030",560030,Karnataka,Bengaluru Urban,llp,trading,+919699626476,,2021-06-29,2026-01-04,Live
,DQEHI8308E,Pillai & Sons,,"No. 107, 4th Layout, Basavanagudi, Bengaluru - 560085",560085,Karnataka,Bengaluru Rural,partnership,technology,+916743333722,anita.pillai@yahoo.co.in,20/04/2016,23/02/2026,ACTIVE
29QFDPR6387TCZD,QFDPR6387T,Murthy & Sons,Nagaraj Murthy,"No. 483, 4th Road, Electronic City, Bengaluru - 560055",560055,Karnataka,Bengaluru Urban,partnership,construction,,,09/11/2005,20-09-2026,Active
29TWRPC0983CMZC,TWRPC0983C,Patel Brothers,Neha Patel,"No. 244, 3rd Street, Yelahanka, Bengaluru - 560076",560076,Karnataka,Bengaluru Urban,partnership,trading,+917381811945,neha.patel@outlook.com,31-01-2005,2022-06-30,Cancelled
29TDJHP1068OBZS,TDJHP1068O,Verma Associates,Mukesh Verma,"No. 91, 2nd Extension, Koramangala, Bengaluru - 560048",560048,Karnataka,Bengaluru Rural,llp,technology,,,18-09-2000,2022-05-05,Deregistered
29JGNAA4902JRZL,JGNAA4902J,Kamath Industries,Pooja Kamath,"No. 67, 5th Road, Jayanagar, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,pvt_ltd,construction,,pooja.kamath@outlook.com,08/12/2005,2024-07-19,Suspended
29MGXTC8988A6ZF,MGXTC8988A,Mishra Industries,Sunita Mishra,"No. 122, 1st Avenue, ITPL Main Road, Bengaluru - 560073",560073,Karnataka,Bengaluru Urban,public_ltd,manufacturing,+919773905996,sunita.mishra@rediffmail.com,2005-06-21,24-07-2023,Default in Filing
29YESPA4627MXZC,YESPA4627M,Prasad Works,Rekha Prasad,"No. 375, 5th Avenue, Rajajinagar, Bengaluru - 560062",560062,Karnataka,Bengaluru Urban,partnership,services,+916101115967,,2014-06-01,13-10-2026,active
29HKQCN2320VAZ4,HKQCN2320V,Shenoy Brothers,Ramesh Shenoy,"No. 419, 4th Road, Brookefield, Bengaluru - 560079",560079,Karnataka,Bengaluru Rural,pvt_ltd,construction,+919963796695,,20/07/2021,16/05/2026,Registered
29OTFCB6483ZPZT,OTFCB6483Z,Hegde Technologies,Vijay Hegde,"No. 448, 2nd Avenue, MG Road, Bengaluru - 560053",560053,Karnataka,Bengaluru Rural,llp,manufacturing,+916963076151,,2021-03-08,2025-07-22,ACTIVE
29MEVAI2474F3ZM,MEVAI2474F,Bhat Traders,Deepa Bhat,"No. 266, 4th Avenue, HSR Layout, Bengaluru - 560017",560017,Karnataka,Bengaluru Urban,partnership,trading,+916496336655,deepa.bhat@rediffmail.com,29-07-2016,2020-05-09,Cancelled
29LKFFW2839PZZL,LKFFW2839P,Shah Services,,"No. 324, 5th Main Road, ITPL Main Road, Bengaluru - 560043",560043,Karnataka,Bengaluru Urban,llp,manufacturing,+918440507604,anita.shah@rediffmail.com,2017-06-22,10-10-2023,Default in Filing
29DWBCH6384EKZV,DWBCH6384E,Prasad Services,,"No. 32, 2nd Extension, Hoodi, Bengaluru - 560040",560040,Karnataka,Bengaluru Rural,llp,trading,+918748021067,divya.prasad@gmail.com,15/08/2006,2026-07-23,Registered
29PTCFO2741E1Z7,PTCFO2741E,Mehta Constructions,Krishna Mehta,"No. 162, 4th Extension, Whitefield, Bengaluru - 560048",560048,Karnataka,Bengaluru Urban,llp,services,+916633802558,,2002-11-12,15-04-2025,Live
,ESCFL3474R,Tiwari Technologies,,"No. 82, 1st Avenue, Yelahanka, Bengaluru - 560029",560029,Karnataka,Bengaluru Rural,public_ltd,services,,,01/05/2014,12-10-2026,active
29KNHPV7402BVZ0,KNHPV7402B,Singh Engineers,Sanjay Singh,"No. 204, 2nd Main Road, Electronic City, Bengaluru - 560066",560066,Karnataka,Bengaluru Urban,proprietorship,construction,+917233872183,sanjay.singh@rediffmail.com,26-12-2019,14/11/2022,Dissolved
29FCKPX9277JDZJ,FCKPX9277J,Gowda Corporation,Sohan Gowda,"No. 13, 3rd Road, Peenya, Bengaluru - 560029",560029,Karnataka,Bengaluru Urban,proprietorship,services,+918829339614,,2004-10-23,2020-04-12,Dissolved
29YYHHX5102GNZ4,YYHHX5102G,Kumar Exports,Mahesh Kumar,"No. 73, 3rd Layout, Rajajinagar, Bengaluru - 560010",560010,Karnataka,Bengaluru Urban,proprietorship,trading,,mahesh.kumar@rediffmail.com,2021-07-08,2023-06-06,Default in Filing
29BRAHN8495BHZI,BRAHN8495B,Kumar Manufacturing,Arun Kumar,"No. 230, 1st Street, Varthur, Bengaluru - 560034",560034,Karnataka,Bengaluru Urban,pvt_ltd,trading,,arun.kumar@yahoo.co.in,15/07/2006,22/12/2023,Dormant
29EKMFY2874RRZ5,EKMFY2874R,Shah Brothers,,"No. 277, 2nd Road, Brookefield, Bengaluru - 560058",560058,Karnataka,Bengaluru Rural,proprietorship,construction,,,28-06-2022,17-04-2025,active
29AYRCX2731XNZZ,AYRCX2731X,Pillai Engineers,Ritu Pillai,"No. 353, 1st Main Road, Banashankari, Bengaluru - 560102",560102,Karnataka,Bengaluru Rural,llp,services,+918881075110,,2013-08-02,2025-04-09,Live
29AADCY6041L0ZJ,,Mishra Services,Seema Mishra,"No. 302, 4th Street, Mahadevapura, Bengaluru - 560055",560055,Karnataka,Bengaluru Urban,proprietorship,construction,+916943247774,seema.mishra@rediffmail.com,2017-01-16,26/06/2020,Dissolved
,GCGTU9472P,Deshmukh Services,Manoj Deshmukh,"No. 351, 2nd Extension, MG Road, Bengaluru - 560009",560009,Karnataka,Bengaluru Urban,llp,services,+916012585721,manoj.deshmukh@outlook.com,2013-02-27,08/09/2026,Active
29LRZPG4237UOZ2,LRZPG4237U,Pillai Associates,Lakshmi Pillai,"No. 228, 1st Road, Varthur, Bengaluru - 560030",560030,Karnataka,Bengaluru Urban,proprietorship,technology,+918196047478,lakshmi.pillai@rediffmail.com,11/10/2018,23-03-2026,ACTIVE
,SBCTL4529E,Swamy Services,Pramod Swamy,"No. 192, 5th Cross, Bommanahalli, Bengaluru - 560094",560094,Karnataka,Bengaluru Rural,public_ltd,manufacturing,+919965102373,,2000-07-18,30-09-2025,Registered
29NHVFH8814PBZO,NHVFH8814P,Patel Technologies,Anita Patel,"No. 441, 1st Layout, Whitefield, Bengaluru - 560066",560066,Karnataka,Bengaluru Urban,partnership,manufacturing,+918278322048,anita.patel@outlook.com,05/10/2016,19-08-2025,active
29XMYAN6715J4ZR,XMYAN6715J,Kulkarni Industries,Mukesh Kulkarni,"No. 75, 1st Cross, Brookefield, Bengaluru - 560098",560098,Karnataka,Bengaluru Rural,public_ltd,construction,+916269386984,mukesh.kulkarni@outlook.com,26/02/2006,10/12/2026,active
29ZNQPI6985HKZF,ZNQPI6985H,Verma Exports,,"No. 347, 4th Cross, Peenya, Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,llp,services,+916616786167,,2007-10-12,26-10-2023,Default in Filing
29GPQFF8833WTZY,GPQFF8833W,Iyer Traders,Ganesh Iyer,"No. 495, 4th Avenue, Indiranagar, Bengaluru - 560037",560037,Karnataka,Bengaluru Rural,llp,manufacturing,+919082495854,,16-12-2021,24/03/2026,Live
,IDDPB8252Z,Reddy Engineers,Ramesh Reddy,"No. 173, 5th Street, Indiranagar, Bengaluru - 560001",560001,Karnataka,Bengaluru Rural,partnership,services,+917426525815,ramesh.reddy@rediffmail.com,2017-03-11,2025-01-18,Active
29CTZFZ4082OBZE,CTZFZ4082O,Sharma Corporation,Seema Sharma,"No. 441, 5th Avenue, KR Puram, Bengaluru - 560055",560055,Karnataka,Bengaluru Rural,llp,services,+916210747363,,03-08-2019,22/01/2025,ACTIVE
29NKLCL1086FDZD,,Tiwari Manufacturing,Mohan Tiwari,"No. 461, 2nd Layout, Rajajinagar, Bengaluru - 560098",560098,Karnataka,Bengaluru Rural,llp,construction,+919656070530,,05/01/2004,23/08/2025,Active
,JZMCH8658B,Singh Traders,,"No. 269, 3rd Layout, Koramangala, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,public_ltd,trading,+917148141086,ramesh.singh@yahoo.co.in,03/02/2021,2021-04-28,Struck Off
29VFSPY1811ONZB,VFSPY1811O,Swamy Corporation,Rajesh Swamy,"No. 393, 3rd Extension, Electronic City, Bengaluru - 560043",560043,Karnataka,Bengaluru Urban,proprietorship,services,+919314826374,,2011-02-18,2025-02-13,Live
29ZDHAZ4757QXZM,ZDHAZ4757Q,Iyer Mills,Manoj Iyer,"No. 440, 4th Main Road, Peenya, Bengaluru - 560018",560018,Karnataka,Bengaluru Urban,llp,services,,manoj.iyer@gmail.com,08/08/2006,13-10-2020,Closed
29UKDCO2373GQZ3,UKDCO2373G,Hegde Solutions,Deepa Hegde,"No. 180, 4th Layout, Jayanagar, Bengaluru - 560048",560048,Karnataka,Bengaluru Rural,proprietorship,manufacturing,+919535498431,,19-07-2006,2023-10-04,Suspended
29AFNPO4746JXZ7,AFNPO4746J,Patil Mills,Mahesh Patil,"No. 281, 5th Extension, Brookefield, Bengaluru - 560094",560094,Karnataka,Bengaluru Urban,llp,trading,,mahesh.patil@outlook.com,2009-11-17,2025-01-13,ACTIVE
29FOKCN5290C2ZG,FOKCN5290C,Pillai Agency,,"No. 59, 1st Street, Hebbal, Bengaluru - 560095",560095,Karnataka,Bengaluru Rural,partnership,technology,+917698925883,,06-07-2012,2023-09-09,Default in Filing
29VLHAJ4749JGZ6,,Pillai Corporation,Sunil Pillai,"No. 358, 5th Extension, Indiranagar, Bengaluru - 560017",560017,Karnataka,Bengaluru Rural,llp,construction,,,2019-05-21,01/02/2025,Registered
29YDGHM5482TLZA,YDGHM5482T,Pandey Industries,Priya Pandey,"No. 408, 1st Main Road, Koramangala, Bengaluru - 560008",560008,Karnataka,Bengaluru Rural,public_ltd,trading,+916897610402,priya.pandey@rediffmail.com,2003-12-04,14/11/2025,Active
,CZCPT0978P,Patel Traders,Deepa Patel,"No. 237, 5th Avenue, Koramangala, Bengaluru - 560011",560011,Karnataka,Bengaluru Rural,public_ltd,trading,+918660660866,,29/09/2013,15/02/2024,Suspended
,UGZFV3211C,Deshmukh Technologies,Sunita Deshmukh,"No. 145, 3rd Street, Koramangala, Bengaluru - 560100",560100,Karnataka,Bengaluru Rural,pvt_ltd,manufacturing,+918741695592,sunita.deshmukh@outlook.com,08/01/2007,2025-03-09,ACTIVE
,AWGCP4978O,Patil Associates,Rekha Patil,"No. 85, 3rd Layout, ITPL Main Road, Bengaluru - 560001",560001,Karnataka,Bengaluru Urban,pvt_ltd,manufacturing,+916830154221,,21-05-2015,2025-01-03,ACTIVE
29MVNCE3675QXZC,MVNCE3675Q,Reddy Agency,Deepa Reddy,"No. 234, 1st Cross, Brookefield, Bengaluru - 560070",560070,Karnataka,Bengaluru Rural,partnership,technology,+919467489962,,25/02/2020,2026-10-30,Registered
,VRPHI0228H,Kulkarni Enterprises,Venkatesh Kulkarni,"No. 393, 3rd Avenue, ITPL Main Road, Bengaluru - 560100",560100,Karnataka,Bengaluru Urban,llp,manufacturing,,,29/07/2003,2026-05-07,ACTIVE
29CYTCV2214X6ZI,CYTCV2214X,Patel Industries,Sunita Patel,"No. 489, 2nd Road, MG Road, Bengaluru - 560010",560010,Karnataka,Bengaluru Rural,proprietorship,trading,+918141774162,sunita.patel@gmail.com,2015-11-05,13-07-2025,Registered
29YSXAZ9791KYZC,YSXAZ9791K,Verma Enterprises,,"No. 388, 4th Road, ITPL Main Road, Bengaluru - 560050",560050,Karnataka,Bengaluru Rural,llp,technology,+918164569789,,16/05/2017,2025-07-23,Registered
29AEOPV9648K5Z8,AEOPV9648K,Naidu Engineers,Anita Naidu,"No. 284, 5th Street, Hebbal, Bengaluru - 560062",560062,Karnataka,Bengaluru Rural,pvt_ltd,services,+919608338280,,2017-01-10,2026-02-26,active
29ZJMTJ4021CXZ6,ZJMTJ4021C,Rao Manufacturing,Pooja Rao,"No. 94, 5th Main Road, Indiranagar, Bengaluru - 560043",560043,Karnataka,Bengaluru Urban,pvt_ltd,technology,,,03/07/2004,11/02/2023,Suspended
29XKRFX0095D2ZU,,Rao Manufacturing,Kavita Rao,"No. 459, 2nd Road, Bommanahalli, Bengaluru - 560076",560076,Karnataka,Bengaluru Rural,proprietorship,construction,,,04-04-2012,12/07/2023,Default in Filing
29OBFTM1534SIZH,OBFTM1534S,Naidu & Co.,Sohan Naidu,"No. 255, 1st Road, Mahadevapura, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,proprietorship,manufacturing,+918765859272,,2017-09-15,2021-07-20,Struck Off
29OQSTA4341UNZK,OQSTA4341U,Gupta Agency,Arun Gupta,"No. 106, 4th Cross, Whitefield, Bengaluru - 560085",560085,Karnataka,Bengaluru Urban,llp,services,,arun.gupta@rediffmail.com,14/12/2004,2025-10-14,Registered
29LAUAC5364WUZO,LAUAC5364W,Bhat Corporation,Pramod Bhat,"No. 400, 2nd Street, MG Road, Bengaluru - 560011",560011,Karnataka,Bengaluru Rural,proprietorship,construction,+916295917562,,28-10-2002,2020-08-07,Cancelled
29XGGTR8599UXZ0,XGGTR8599U,Kumar Associates,,"No. 1, 4th Main Road, Malleshwaram, Bengaluru - 560073",560073,Karnataka,Bengaluru Urban,llp,manufacturing,+919774621486,,01-03-2021,08/09/2025,Active
,,Reddy Services,Sunil Reddy,"No. 379, 1st Road, Bommanahalli, Bengaluru - 560053",560053,Karnataka,Bengaluru Rural,proprietorship,services,,,2015-04-15,06/04/2025,Live
,UNQCB4217X,Kulkarni Associates,Priya Kulkarni,"No. 299, 2nd Extension, Peenya, Bengaluru - 560008",560008,Karnataka,Bengaluru Rural,partnership,services,+919433460060,priya.kulkarni@rediffmail.com,2007-01-15,2023-07-03,Dormant
29VFHPV4607XJZR,VFHPV4607X,Patel Pvt Ltd,Krishna Patel,"No. 88, 3rd Road, MG Road, Bengaluru - 560050",560050,Karnataka,Bengaluru Urban,partnership,construction,+916172112825,,02/09/2009,18/09/2026,Live
29HGFTZ7043R5Z7,HGFTZ7043R,Pillai Constructions,Divya Pillai,"No. 203, 5th Street, Hebbal, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,public_ltd,trading,+919552195682,divya.pillai@gmail.com,12/03/2004,2026-07-17,ACTIVE
29BLFCS7470TRZP,BLFCS7470T,Bhat & Sons,,"Number 103, 3rd Road, Bommanahalli, Bengaluru - 560003",560003,Karnataka,Bengaluru Rural,pvt_ltd,manufacturing,+918007283153,,16/01/2013,02-09-2024,Dormant
29WWHHK9582JVZ9,WWHHK9582J,Bhat Brothers,"Bhat, Pooja","No. 279, 4th Layout, Brookefield, Bangalore - 560071",560071,Karnataka,Bengaluru Rural,proprietorship,construction,+918923843493,pooja.bhat@yahoo.co.in,30-08-2005,2021-11-10,Closed
29KBXHS1797YWZV,KBXHS1797Y,Pandey and Company,"Pandey, Mohan","No. 18, 3rd Streetreet, Hebbal, Bengaluru - 560034",560034,Karnataka,Bengaluru Urban,public_ltd,construction,,mohan.pandey@outlook.com,09-08-2003,2022-05-16,Cancelled
29DLDFD7627O8ZS,DLDFD7627O,Reddy Services,,"No. 280, 2nd Extension, Varthur, Bangalore - 560053",560053,Karnataka,Bengaluru Rural,llp,construction,+918399508085,,28/07/2018,10/07/2026,ACTIVE
29QHPAS3340HRZH,QHPAS3340H,Bhat Agency,P. Bhat,"# 157, 4th Extension, Brookefield, Bengaluru - 560047",560047,Karnataka,Bengaluru Urban,proprietorship,technology,,,04-03-2018,07-02-2025,active
29QLSTX1468C8Z7,QLSTX1468C,Pandey Brothers,Vinod Pandey,"No. 72, 2nd Cross, ITPL Main Road, Bengaluru - 560043",560043,Karnataka,Bengaluru Urban,pvt_ltd,construction,,vinod.pandey@yahoo.co.in,2002-06-13,2025-04-26,active
29QLFTZ5175WAZ2,QLFTZ5175W,Sharma Pvt Ltd,"Sharma, Mukesh","No. 205, 3rd Streetreet, Brookefield, Bengaluru - 560038",,Karnataka,Bengaluru Rural,public_ltd,services,+916557002893,,22/09/2008,10/01/2020,Deregistered
29KNHPV7402BVZ0,KNHPV7402B,Sing hEngineers,S. Singh,"No. 204, 2nd Main Rd, Electronic City, Bengaluru - 560066",560066,Karnataka,Bengaluru Urban,proprietorship,construction,+917233872183,sanjay.singh@rediffmail.com,26-12-2019,14/11/2022,Cancelled
29ZLGHD7653FVZZ,ZLGHD7653F,RAO ASSOCIATES,"Rao, Nagaraj","No. 401,3rd Layout,Koramangala,Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,partnership,technology,,,31-10-2017,2026-11-28,Live
29LDBHT4998SCZA,LDBHT4998S,PAI AGENCY,,"No. 12,1st Layout,Hebbal,Bengaluru - 560041",560041,Karnataka,Bengaluru Rural,pvt_ltd,services,+918230486458,,28/05/2016,2026-02-15,Registered
29APSHL2093DYZS,APSHL2093D,Swamy Manufacturing,"Swamy, Ritu","No. 302,4th Cross,JP Nagar,Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,partnership,construction,+918053644972,ritu.swamy@gmail.com,01-12-2020,24-10-2025,ACTIVE
29CLJFS7723PCZY,,Sarma & Co.,S. Sharma,"No. 178, 1st Cross, Bommanahalli, Bengaluru 560030",560030,Karnataka,Bengaluru Urban,partnership,manufacturing,+916871524097,suresh.sharma@gmail.com,12-07-2018,27-07-2022,Struck Off
,QTOAY1158S,Kamat hAgency,"Kamath, Sunita","# 38, 2nd Street, Malleshwaram, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,llp,trading,+916568405080,sunita.kamath@yahoo.co.in,01/10/2006,30-10-2021,Deregistered
29YDNFS4172DVZJ,YDNFS4172D,SINGH AGENCY,"Singh, Vijay","No. 335, 4th Cross, Sarjapur Road, Bengaluru - 560038",560038,Karnataka,Bengaluru Urban,partnership,technology,,,22/03/2017,07/06/2022,Dissolved
29YMFCE0817X2ZL,YMFCE0817X,Pandey Technologies,Kavita Pandey,"# 395, 5th Avenue, Varthur, Bengaluru - 560022",560022,Karnataka,Bengaluru Urban,pvt_ltd,services,+916037967722,,06/10/2019,27-01-2024,Inactive
29USFHQ3408C3Z9,USFHQ3408C,SWAMY ENGINEERS,Varun Swamy,"Number 41, 4th Street, Peenya, Bengaluru - 560034",560034,Karnataka,Bengaluru Rural,pvt_ltd,manufacturing,+917114635928,,11/11/2017,28/03/2026,active
29ZNQPI6985HKZF,ZNQPI6985H,Verma Exports,"Verma, Arun","No. 347, 4th Cross, Peenya, Bengaluru 560045",560045,Karnataka,Bengaluru Rural,llp,services,,arun.verma@rediffmail.com,2007-10-12,26-10-2023,Inactive
29FCCHJ8121VTZX,,Gupta Techonlogies,,"No. 339, 2nd Extension, Basavanagudi, Bengaluru 560055",560055,Karnataka,Bengaluru Urban,pvt_ltd,construction,+916679068230,,03-06-2008,10/04/2022,Cancelled
29AJQAG4508R4ZS,AJQAG4508R,Gupta Manuafcturing,Lakshmi Gupta,"# 323, 2nd Main Road, HSR Layout, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,proprietorship,trading,,lakshmi.gupta@rediffmail.com,07-11-2015,2024-09-06,Suspended
,RKNTV1086O,Mishra Brothers,"Mishra, Vijay","No. 310, 2nd Streetreet, Jayanagar, Bengaluru - 560073",560073,Karnataka,Bengaluru Rural,llp,technology,+917375536217,,13/04/2005,21/12/2024,Inactive
29UKDCO2373GQZ3,,Hegde Sloutions,Deepa Hegde,"No. 180, 4th Layout, Jayanagar, Bangalore - 560048",560048,Karnataka,Bengaluru Rural,proprietorship,manufacturing,+919535498431,deepa.hegde@yahoo.co.in,19-07-2006,2023-10-04,Dormant
29AEOPV9648K5Z8,AEOPV9648K,Naidu Engineers,Anita Naidu,"Number 284, 5th Street, Hebbal, Bengaluru - 560062",560062,Karnataka,Bengaluru Rural,pvt_ltd,services,+919608338280,anita.naidu@rediffmail.com,2017-01-10,2026-02-26,Active
29QXKHW6074CNZU,QXKHW6074C,Iyer Works,"Iyer, Divya","Number 376, 5th Road, Peenya, Bengaluru - 560048",560048,Karnataka,Bengaluru Rural,pvt_ltd,trading,,,12-06-2003,2026-10-06,active
29GTWTH6447DWZB,GTWTH6447D,Hegde Croporation,"Hegde, Divya","Number 20, 3rd Main Road, JP Nagar, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,llp,technology,+916018357924,divya.hegde@gmail.com,26/04/2002,08/01/2026,Registered
29FGBTV0684YZZ3,,KULKARNI CONSTRUCTIONS,Krushna Kulkarni,"# 244, 3rd Road, HSR Layout, Bengaluru - 560073",560073,Karnataka,Bengaluru Rural,partnership,services,+919598661719,krishna.kulkarni@yahoo.co.in,30/11/2001,01/12/2026,active
29MGXTC8988A6ZF,MGXTC8988A,Mishra nIdustries,Sunita Mishra,"Number 122, 1st Avenue, ITPL Main Road, Bengaluru - 560073",560073,Karnataka,Bengaluru Urban,public_ltd,manufacturing,,sunita.mishra@rediffmail.com,2005-06-21,24-07-2023,Inactive
,UOEFT8500V,SINGH & CO.,"Singh, Ajay","Number 306, 5th Street, Varthur, Bengaluru - 560022",560022,Karnataka,Bengaluru Rural,llp,manufacturing,+917387659741,,03-12-2013,22/04/2026,Registered
29AMAFM5304WLZV,AMAFM5304W,Shah Private Limited,S. Shah,"No. 104,4th Street,Banashankari,Bengaluru - 560048",560048,Karnataka,Bengaluru Urban,proprietorship,trading,+918209427080,,26/04/2021,20-03-2025,Registered
,AIRHM9158H,REDDY BROTHERS,Raghav Reddy,"No. 190,1st Extension,Bellandur,Bengaluru - 560055",560055,Karnataka,Bengaluru Rural,public_ltd,technology,,raghav.reddy@rediffmail.com,08/09/2021,30/08/2026,Registered
29IGYFO2463AKZB,,Verma Manufacturing,Pooja Verma,"No. 360, 3rd Extension, Mahadevapura, Bangalore - 560038",560038,Karnataka,Bengaluru Urban,partnership,construction,+918074766470,pooja.verma@yahoo.co.in,25-09-2013,30-04-2026,active
29XKRFX0095D2ZU,XKRFX0095D,RAO MANUFACTURING,,"No. 459, 2nd Road, Bommanahalli, Bengaluru 560076",560076,Karnataka,Bengaluru Rural,proprietorship,construction,+918197184717,kavita.rao@yahoo.co.in,04-04-2012,12/07/2023,Dormant
29JKWPV6607ZFZC,,Deshmukh Technologies,V. Deshmukh,"No. 237,2nd Avenue,Marathahalli,Bengaluru - 560022",560022,Karnataka,Bengaluru Urban,llp,construction,+916880650072,vinod.deshmukh@outlook.com,03/08/2009,03/12/2020,Cancelled
29HGFTZ7043R5Z7,HGFTZ7043R,Pillai oCnstructions,,"No. 203, 5th Street, Hebbal, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,public_ltd,trading,+919552195682,,12/03/2004,2026-07-17,Active
29DGSTG0454GOZ1,DGSTG0454G,PANDEY WORKS,"Pandey, Rajesh","No. 386, 4th Avenue, Rajajinagar, Bangalore - 560047",560047,Karnataka,Bengaluru Rural,public_ltd,construction,+918424367789,rajesh.pandey@gmail.com,2001-03-20,19/05/2025,active
,BIMCR3290C,Reddy Services,S. Reddy,"No. 379, 1st Road, Bommanahalli, Bengaluru - 560053",560053,Karnataka,Bengaluru Rural,proprietorship,services,+918223005125,,2015-04-15,06/04/2025,Live
,GASPW7160D,Swami Constructions,"Swamy, Neha","No. 132,4th Cross,Hoodi,Bengaluru - 560018",560018,Karnataka,Bengaluru Rural,llp,construction,,,2004-11-26,2026-02-02,Registered
29LKFFW2839PZZL,LKFFW2839P,Sha hServices,Anita Shah,"No. 324, 5th Main Road, ITPL Main Road, Bengaluru 560043",560043,Karnataka,Bengaluru Urban,llp,manufacturing,+918440507604,,2017-06-22,10-10-2023,Default in Filing
29GRAPY4195B7ZT,GRAPY4195B,Kamath Mills,"Kamath, Neha","No. 314, 5th Layout, Yelahanka, Bangalore - 560103",560103,Karnataka,Bengaluru Rural,partnership,trading,+918742267562,neha.kamath@gmail.com,09/03/2012,2026-07-08,Registered
29GPQFF8833WTZY,,Iye rTraders,,"# 495, 4th Avenue, Indiranagar, Bengaluru - 560037",560037,Karnataka,Bengaluru Rural,llp,manufacturing,+919082495854,ganesh.iyer@rediffmail.com,16-12-2021,24/03/2026,Active
